Music_Title,Drum_Kick,Drum_Snare,Drum_HiHat,Drum_Cymbals,Drum_Overheads,Drum_Tom,Drum_Room,Percussion,Bass,Acoustic_Guitar,Electric_Guitar,Piano,Electric_Piano,Brass,String,WoodWind,Other,Lead_Vocal,Backing_Vocal,Unused,Vocal_Quality
Pure Luxury,"['808 kick dry [muted]_1.wav', '808 kick EQ + comp_1.wav', 'Kick dbl Drumtraks_1.wav']","['808 snare dry [muted]_1.wav', '808 snare EQ + comp_1.wav']",['808 hats_1.wav'],[],"['Drum break Odetta stereo full option [muted].wav', 'Drums - Odetta break (mono)_1.wav', 'Drums - Orange K break .wav', 'Drums all - flanger_1.wav', 'Drums Odetta break (stereo)_1.wav']",['Tom fills_1.wav'],['Drums - Odetta break Quantec room reverb_1.wav'],"['808 clap stereo delays .wav', '808 clap_1.wav', 'Blip percussion_1.wav', 'Tambourine & congas perc_1.wav', 'Crash gong_1.wav', '808 rim_1.wav']",['Bass synth .wav'],[],"['Gtr rhythm pan L_1.wav', 'Gtr rhythm pan R_1.wav', 'Gtr rhythm_1.wav', 'Gtr solo hi L_1.wav', 'Gtr solo hi R_1.wav', 'Gtr solo low L_1.wav', 'Gtr solo low R_1.wav', 'Gtr solo main L_1.wav', 'Gtr solo main R_1.wav', 'Guitar chorus cluster FX_1.wav', 'Guitar end cluster flux FX_1.wav', 'Gtr solo harm L_1.wav', 'Gtr solo harm R_1.wav']",[],[],[],[],[],"['808 cbell AMS short verb_1.wav', '808 cbell_1.wav', 'Bleeps FX memory man_1.wav', 'Chorus lead bright synth AMS reverb_1.wav', 'Chorus lead bright synth Memoryman delay_1.wav', 'Chorus lead bright synth Timefactor delay_1.wav', 'Chorus lead bright synth_1.wav', 'Chorus lead OTO synth_1.wav', 'Chorus TX7 chords flat [muted]_1.wav', 'Chorus TX7 chords neve EQ_1.wav', 'End vibe sample chords_1.wav', 'Intro lead synth .wav', 'Rising synth pan L AMS reverb_1.wav', 'Rising synth pan L_1.wav', 'Rising synth pan R AMS reverb_1.wav', 'Rising synth pan R_1.wav', 'Triangle_2.wav', 'VX end arp CE-1 chorus distorted_1.wav', 'VX end arp_1.wav']",['Vox main BUS_1.wav'],"['Vox bridge BVs hi pitched L_1.wav', 'Vox bridge BVs hi pitched R_1.wav', 'Vox bridge BVs lo L_1.wav', 'Vox bridge BVs lo R_1.wav', 'Vox bridge dbl 1 L_1.wav', 'Vox bridge dbl 1 R_1.wav', 'Vox bridge dbl 2 L_1.wav', 'Vox bridge dbl 2 R_1.wav', 'Vox Ch BVs hi L_1.wav', 'Vox Ch BVs hi R_1.wav', 'Vox Ch BVs lo L_1.wav', 'Vox Ch BVs lo R_1.wav', 'Vox ch lead dbl L_1.wav', 'Vox ch lead dbl R_1.wav', 'Vox ch pitched lo L_1.wav', 'Vox ch pitched lo R_1.wav', 'Vox chorus lead 1 L_1.wav', 'Vox chorus lead 1 R_1.wav', 'Vox FX shhh 1_1.wav', 'Vox FX shhh 2_1.wav', 'Vox FX shhh 3_1.wav', 'Vox FX timestretch reversed_1.wav', 'Vox modulated BVs BUS_1.wav', 'Vox Sarah chorus dbl L_1.wav', 'Vox Sarah chorus dbl R_1.wav', 'Vox Sarah chorus full L_1.wav', 'Vox Sarah chorus full R_1.wav', 'Vox Sarah harm 1 L_1.wav', 'Vox Sarah harm 1 R_1.wav', 'Vox Sarah harm 2 L_1.wav', 'Vox Sarah harm 2 R_1.wav', 'Vox Sarah harm accent L_1.wav', 'Vox Sarah harm accent R_1.wav', 'Vox stacked ahhs all_1.wav', 'Vox stop sample 1_1.wav', 'Vox stop sample 2_1.wav', 'Vox stop sample 3_1.wav', 'Vox stop sample 4_1.wav', 'Vox stop sample 5_1.wav', 'Vox stop sample 6_1.wav', 'Vox stop sample 7_1.wav', 'Vox verse 2 BVs 1_1.wav', 'Vox verse 2 BVs 2_1.wav', 'Vox verse 2 Pitchfactor_1.wav', 'Vox verse 2 reversed AMS verb_1.wav', 'Vox Verse bridge BVs hi 1_1.wav', 'Vox Verse bridge BVs hi 2_1.wav', 'Vox Verse bridge BVs hi 3_1.wav', 'Vox Verse bridge BVs hi 4_1.wav', 'Vox Verse bridge BVs lo 1_1.wav', 'Vox Verse bridge BVs lo 2_1.wav', 'Vox Verse bridge BVs lo 3_1.wav', 'Vox verse lead hi L_1.wav', 'Vox verse lead hi R_1.wav', 'Vox verse lead low L_1.wav', 'Vox verse lead low R_1.wav']","[""Vox FX 'down' delay mem man [muted]_1.wav"", ""Vox FX 'down' delay mono [muted]_1.wav"", ""Vox FX 'down' mono + delay stereo auto pan_1.wav"", ""Vox FX 'down' Quadraverb room reverb_1.wav"", ""Vox FX timestretch 'tears' long_1.wav"", ""Vox FX timestretch 'tears' short_1.wav""]",1
Queen's Light,"['01_KickIn.wav', '02_KickOut.wav']",['03_Snare.wav'],['04_HiHat.wav'],[],['07_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav']",[],"['08_Cowbell.wav', '09_Congas.wav', '10_Shaker.wav', '11_Tambourine.wav']",['12_Bass.wav'],[],['17_ElecGtr.wav'],[],"['19_ElecPiano1.wav', '20_ElecPiano2.wav']",[],[],[],"['13_Synth1.wav', '14_Synth2.wav', '15_Synth3.wav', '16_Synth4.wav', '18_Hammond.wav']",[],[],[],0
Quicksand,"['01_KickClose.wav', '02_KickFar.wav', '03_KickSub.wav']","['04_SnareUp.wav', '05_SnareDown.wav']",['06_HiHat.wav'],[],['07_Overheads.wav'],"['08_Tom1.wav', '09_Tom2.wav', '10_Tom3.wav']",['11_Room.wav'],['12_Tambourine.wav'],['13_BassDI.wav'],[],"['14_ElecGtr1Close.wav', '15_ElecGtrFar.wav', '16_ElecGtr1DI.wav', '17_ElecGtr2Close.wav', '18_ElecGtr2Far.wav', '19_ElecGtr2DI.wav', '20_ElecGtr3Close.wav', '21_ElecGtr3Far.wav', '22_ElecGtr3DI.wav']",[],['25_Organ.wav'],[],[],['26_MellotronFlute.wav'],"['23_HammondLeslieLo.wav', '24_HammondLeslieHi.wav']","['27_LeadVox.wav', '28_LeadVoxFX.wav']","['29_BackingVox1.wav', '30_BackingVox2.wav', '31_BackingVox3.wav', '32_IntroClose1.wav', '33_IntroClose2.wav', '34_IntroFar1.wav', '35_IntroFar2.wav']",[],0
Rachel,[],[],[],[],[],[],[],['01_Congas.wav'],"['02_Bass1.wav', '03_Bass2.wav']","['04_UkeleleMic.wav', '05_UkeleleDI.wav']",[],[],[],[],"['06_Violin.wav', '07_Viola.wav', '08_Cello.wav']",[],[],['09_LeadVox.wav'],['10_BackingVox.wav'],[],1
Rainy Day II,['01_Kick.wav'],"['02_Snare.wav', '06_SnareOD1.wav', '07_SnareOD2.wav']",[],[],['03_Overheads.wav'],[],"['04_DrumsRoomStereo.wav', '05_DrumsRoomMono.wav']",[],[],"['10_AcousticGtr1.wav', '11_AcousticGtr2.wav', '12_AcousticGtr2DT.wav', '13_AcousticGtr3.wav', '14_AcousticGtr3DT.wav']","['15_ElecGtr1.wav', '16_ElecGtr2.wav', '17_ElecGtr3.wav']",[],[],[],[],[],"['08_StormSFX1.wav', '09_StormSFX2.wav']","['18_LeadVox.wav', '19_LeadVoxRoom.wav']","['20_BackingVox1.wav', '21_BackingVox1DT1.wav', '22_BackingVox1DT2.wav', '23_BackingVox1DT3.wav', '24_BackingVox2.wav', '25_BackingVox2DT1.wav', '26_BackingVox2DT2.wav', '27_BackingVox2DT3.wav', '28_BackingVox3.wav', '29_BackingVox3DT1.wav', '30_BackingVox3DT2.wav', '31_BackingVox3DT3.wav', '32_BackingVox4.wav', '33_BackingVox4DT1.wav', '34_BackingVox4DT2.wav', '35_BackingVox4DT3.wav']",[],1
Raspberry Jam,['01_Kick.wav'],['02_Snare.wav'],[],[],['03_Overhead.wav'],[],[],[],"['04_BassDI.wav', '05_BassAmp.wav']",[],"['07_ElecGtrMic1.wav', '08_ElecGtrMic2.wav']",[],['06_Rhodes.wav'],[],[],[],[],[],[],[],0
Rat Race,"['04_KickIn1.wav', '05_KickIn2.wav', '06_KickSub.wav']","['08_SnareDown.wav', '09_SnareUp1.wav', '10_SnareUp2.wav']",['07_HiHat.wav'],[],['12_Overheads.wav'],['11_Tom.wav'],"['13_DrumsRoomMono.wav', '14_DrumsRoomStereo.wav']","['01_Loop1.wav', '02_Loop2.wav', '03_Loop3.wav']",['15_Bass.wav'],[],"['16_ElecGtr1.wav', '17_ElecGtr2.wav', '18_ElecGtr3.wav', '19_ElecGtr4.wav', '20_ElecGtr5.wav', '21_ElecGtr6.wav']","['23_Piano1.wav', '24_Piano2.wav']",[],[],[],['22_Mellotron.wav'],['25_Synth.wav'],"['26_LeadVox.wav', '27_LeadVoxDT.wav']","['28_BackingVox1.wav', '29_BackingVox2.wav', '30_BackingVox3.wav', '31_BackingVox4.wav', '32_BackingVox5.wav']",[],0
Red On You,"['01_Kick.wav', '02_KickSFX.wav']",['03_Snare.wav'],[],[],['07_Overheads.wav'],"['04_Tom1.wav', '05_Tom2.wav', '06_Tom3.wav']",['08_DrumsRoom.wav'],[],"['09_BassMic1.wav', '10_BassMic2.wav']",[],"['11_ElecGtr1.wav', '12_ElecGtr2.wav']",[],[],[],[],[],[],['13_LeadVox.wav'],"['14_BackingVox.wav', '15_BackingVoxDT.wav']",[],1
Release,"['01_Kick1.wav', '02_Kick2.wav']",[],[],['05_ReverseCymbal.wav'],[],[],[],"['03_Loop.wav', '04_Shaker.wav']",[],"['06_AcousticGtr1Mic1.wav', '07_AcousticGtr1Mic2.wav', '08_AcousticGtr2.wav', '09_AcousticGtr2Reverse.wav', '10_AcousticGtr2DT.wav', '11_AcousticGtr2DTReverse.wav']",[],[],[],[],"['12_Cello1Mic1.wav', '13_Cello1Mic2.wav', '14_Cello2Mic1.wav', '15_Cello2Mic2.wav', '16_Cello3Mic1.wav', '17_Cello3Mic2.wav']",[],[],"['18_LeadVox.wav', '19_LeadVoxDT.wav']",[],[],1
Relentlessly,"['01_Kick1.wav', '02_Kick2.wav', '03_Kick3.wav']",['04_Snare.wav'],"['05_HiHat1.wav', '06_HiHat2.wav']","['07_Cymbals.wav', '08_Ride.wav']",[],[],[],['09_Fills.wav'],[],[],[],['13_Piano.wav'],[],[],[],[],"['10_SFX1.wav', '11_SFX2.wav', '12_SFX3.wav', '14_ReversePiano.wav', '15_Synth01.wav', '16_Synth02.wav', '17_Synth03.wav', '18_Synth04.wav', '19_Synth05.wav', '20_Synth06.wav', '21_Synth07.wav', '22_Synth08.wav', '23_Synth09.wav', '24_Synth10.wav', '25_Synth11.wav', '26_Synth12.wav', '27_Synth13.wav', '28_Synth14.wav', '29_Synth15.wav', '30_Synth16.wav', '31_Synth17.wav', '32_Synth18.wav', '33_Synth19.wav', '34_Synth20.wav', '35_Synth21.wav', '36_Synth22.wav', '37_Synth23.wav', '38_Synth24.wav']",['39_LeadVox.wav'],"['40_BackingVox1.wav', '41_BackingVox2.wav', '42_BackingVox3.wav', '43_Speech1.wav', '44_Speech2.wav']",[],1
Rescue Me,"['Drums-Kick in-M82.wav', 'Drums-Kick Out-Cu29.wav']","['Drums-Snare Bottom-M81.wav', 'Drums-Snare Top-M80.wav']",['Drums-Hat-ELA M260.wav'],['Drums-Ride-ELA M260.wav'],['Drums-Overhead-ELA M260.wav'],"['Drums-Tom1-M81.wav', 'Drums-Tom2-M81.wav']","['Chamber-Ar70.wav', 'Room-M80.wav']",[],['Bass-DI.wav'],"['Mandolin-DI.wav', 'Mandolin-Mic-M60.wav']",['Guitar-M81sh.wav'],[],[],[],[],[],[],['Vocals-Amy-M80.wav'],"['Vocals-Byron-M80.wav', 'Vocals-Dan-M80.wav']",[],0
Resistencia Para Un Nuevo Comenzar,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUpMic1.wav', '04_SnareUpMic2.wav', '05_SnareDown.wav']",['06_HiHat.wav'],[],['07_Overheads.wav'],[],[],[],"['08_BassMic1.wav', '09_BassMic2.wav']",[],"['10_ElecGtr1Mic1.wav', '11_ElecGtr1Mic2.wav', '12_ElecGtr1DI.wav', '13_ElecGtr2Mic1.wav', '14_ElecGtr2Mic2.wav', '15_ElecGtr2DI.wav']",[],[],[],[],[],[],"['16_LeadVox.wav', '17_LeadVoxDT1.wav']","['20_BackingVox.wav', '18_LeadVoxDT2.wav', '19_LeadVoxDT3.wav']",[],1
Resurrection Resurrected,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],['05_Cymbal.wav'],[],[],[],['04_Tambourine.wav'],['06_Bass.wav'],[],[],[],[],[],[],[],"['07_Synth01.wav', '08_Synth02.wav', '09_Synth03.wav', '10_Synth04.wav', '11_Synth05.wav', '12_Synth06.wav', '13_Synth07.wav']","['14_Vox1.wav', '15_Vox2.wav']",[],[],1
Revelations,['01_Kick.wav'],['02_Snare.wav'],[],['04_Cymbals.wav'],"['03-Overheads-130729_0912.wav', '03_Overheads.wav']",[],[],['06_Congas.wav'],['05_Bass.wav'],[],"['07_ElecGtr1.wav', '08_ElecGtr2.wav']",[],[],[],[],[],"['10_HammondLeslieHi.wav', '11_HammondLeslieLo.wav']",['09_LeadVox.wav'],[],[],0
Revo X,['01_Kick.wav'],"['02_SnareMic1.wav', '03_SnareMic2.wav']",['04_HiHat.wav'],"['05_Ride.wav', '06_Cymbal1.wav', '07_Cymbal2.wav']",[],"['09_TomSample1.wav', '10_TomSample2.wav', '11_TomSample3.wav']",['08_DrumsRoom.wav'],['12_Loop.wav'],['14_Bass.wav'],[],"['15_ElecGtr1.wav', '16_ElecGtr2.wav', '17_ElecGtr3.wav', '18_ElecGtr4.wav', '19_ElecGtr5.wav', '20_ElecGtr6.wav']",[],['21_ElecPiano.wav'],[],[],[],"['22_Synth1.wav', '23_Synth2.wav', '24_Synth3.wav', '25_Synth4.wav', '26_Synth5.wav', '27_Synth6.wav']",['28_LeadVox.wav'],"['29_BackingVox1.wav', '30_BackingVox2.wav', '31_BackingVox3.wav']",['13_Click.wav'],1
Riesling,['01_Kick.wav'],"['02_Snare1.wav', '03_Snare2.wav', '04_Snare3.wav']",['05_HiHat.wav'],"['08_Crash.wav', '09_ReverseCrash.wav']",[],[],[],"['06_Congas.wav', '07_Shakers.wav', '10_Timpani.wav', '13_Loop1.wav', '14_Loop2.wav', '15_Loop3.wav', '16_Loop4.wav', '17_Percussion01.wav', '18_Percussion02.wav', '19_Percussion03.wav', '20_Percussion04.wav', '21_Percussion05.wav', '22_Percussion06.wav', '23_Percussion07.wav', '24_Percussion08.wav', '25_Percussion09.wav', '26_Percussion10.wav', '27_Percussion11.wav', '28_Percussion12.wav', '29_Percussion13.wav', '30_Percussion14.wav', '31_Percussion15.wav', '12_Fill.wav']",[],[],[],[],[],[],[],[],['11_Bell.wav'],[],[],[],0
River Of The White Gloom,[],[],[],[],[],[],[],"['01_CajonMic1.wav', '02_CajonMic2.wav', '03_Shaker.wav']",['04_Bass.wav'],"['05_AcGtr.wav', '06_AcGtrDI.wav']",[],[],[],"['09_Trumpet.wav', '10_MIDITrumpet.wav', '11_MIDITrombone.wav', '12_MIDITrombones.wav']",[],[],"['07_Sample1.wav', '08_Sample2.wav']",['13_LeadVox.wav'],['14_LeadVoxHarm.wav'],[],1
River's Risin,['DRUMS-KICK-M82-API.wav'],['DRUMS-SNARE-M80-API.wav'],[],[],"['DRUMS- OH L-M60-API.wav', 'DRUMS- OH R-M60-API.wav']","['DRUMS-TOM 1-M81-API.wav', 'DRUMS-TOM 2-M81-API.wav', 'DRUMS-TOM 3-M81-API.wav']",[],[],['BASS-DI-API.wav'],"['BANJO-M260-GRACE.wav', 'MANDOLIN-M60-GRACE.wav', 'AC GUITAR-M60-GRACE.wav']",[],[],[],[],[],[],[],"['VOX MANDOLIN-251-GRACE.wav', 'VOX MANDOLIN-M80-GRACE.wav']","['VOX AC GUITAR-C12-GRACE.wav', 'VOX AC GUITAR-M81-GRACE.wav']",['RUFF MIX.wav'],0
Roar,['01_Kick.wav'],['02_Snare.wav'],[],['06_CymbalsOD.wav'],['04_Overheads.wav'],['03_Tom.wav'],['05_DrumsRoom.wav'],"['07_Stomps.wav', '08_Tambourine.wav', '09_Claps.wav']","['10_BassDI.wav', '11_BassAmp.wav']","['12_AcousticGtr1.wav', '13_AcousticGtr2.wav', '14_AcousticGtr3.wav', '15_AcousticGtr4.wav', '16_Banjo.wav']",[],[],[],[],[],[],[],['17_LeadVox.wav'],"['18_BackingVox1.wav', '19_BackingVox1DT.wav', '20_BackingVox2.wav', '21_BackingVox2DT.wav', '22_BackingVox3.wav', '23_BackingVox3DT.wav', '24_BackingVox4.wav', '25_BackingVox4DT.wav', '26_BackingVox5.wav', '27_BackingVox5DT1.wav', '28_BackingVox5DT2.wav', '29_BackingVox5DT3.wav']",[],1
Rockshow,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],"['07_Ride.wav', '08_Crash.wav']",['06_Overheads.wav'],[],[],[],"['09_BassSynth1.wav', '10_BassSynth2.wav', '11_BassSub.wav']",[],"['12_BassGtrDI.wav', '13_BassGtrAmp.wav']",[],[],[],[],[],"['14_Synth.wav', '15_Sample.wav', '16_Decks1.wav', '17_Decks2.wav', '18_Decks3.wav', '19_Decks4.wav', '20_Decks5.wav', '35_VoxSFX.wav']","['21_LeadVox1.wav', '22_LeadVox1DT.wav', '23_LeadVox1DTLow.wav', '24_LeadVox2.wav', '25_LeadVox2DT.wav']","['26_BackingVox1.wav', '27_BackingVox2.wav', '28_BackingVox3.wav', '29_BackingVox4.wav', '30_BackingVox5.wav', '31_BackingVox6.wav', '32_BackingVox7.wav', '33_BackingVox8.wav', '34_BackingVox9.wav']",[],1
Roots Of Mankind,"['01_KickIn.wav', '02_KickOut.wav']","['03_Snare1Up.wav', '04_Snare1Down.wav', '05_Snare2Up.wav']",['06_HiHat.wav'],[],['12_Overheads.wav'],"['07_Tom1.wav', '08_Tom2.wav', '09_Tom3.wav', '10_Tom4.wav', '11_Tom5.wav']","['13_DrumsRoom1.wav', '14_DrumsRoom2.wav']","['15_Shaker.wav', '16_Tambourine.wav']",['17_Bass DI.wav'],[],"['18_ElecGtr01Mic1.wav', '19_ElecGtr01Mic2.wav', '20_ElecGtr01Mic3.wav', '21_ElecGtr01Mic4.wav', '22_ElecGtr02Mic1.wav', '23_ElecGtr02Mic2.wav', '24_ElecGtr02Mic3.wav', '25_ElecGtr02Mic4.wav', '26_ElecGtr03Mic1.wav', '27_ElecGtr03Mic2.wav', '28_ElecGtr03Mic3.wav', '29_ElecGtr03Mic4.wav', '30_ElecGtr04Mic1.wav', '31_ElecGtr04Mic2.wav', '32_ElecGtr04Mic3.wav', '33_ElecGtr04Mic4.wav', '34_ElecGtr05Mic1.wav', '35_ElecGtr05Mic2.wav', '36_ElecGtr05Mic3.wav', '37_ElecGtr05Mic4.wav', '38_ElecGtr06Mic1.wav', '39_ElecGtr06Mic2.wav', '40_ElecGtr06Mic3.wav', '41_ElecGtr06Mic4.wav', '42_ElecGtr07Mic1.wav', '43_ElecGtr07Mic2.wav', '44_ElecGtr07Mic3.wav', '45_ElecGtr07Mic4.wav', '46_ElecGtr08Mic1.wav', '47_ElecGtr08Mic2.wav', '48_ElecGtr08Mic3.wav', '49_ElecGtr08Mic4.wav', '50_ElecGtr09Mic1.wav', '51_ElecGtr09Mic2.wav', '52_ElecGtr09Mic3.wav', '53_ElecGtr09Mic4.wav', '54_ElecGtr10Mic1.wav', '55_ElecGtr10Mic2.wav', '56_ElecGtr10Mic3.wav', '57_ElecGtr10Mic4.wav']",[],[],[],[],[],[],"['58_LeadVox1.wav', '59_LeadVox2.wav', '60_LeadVoxDT.wav', '61_LeadVox3.wav']","['62_BackingVox1.wav', '63_BackingVox2.wav', '64_BackingVox3.wav', '65_BackingVox4.wav', '66_BackingVox5.wav']",[],1
Rothko,['01_Kick.wav'],['02_Snare.wav'],[],[],['04_Overheads.wav'],['03_Tom.wav'],['05_DrumsRoom.wav'],[],['06_Bass.wav'],"['07_AcGtr1.wav', '08_AcGtr2.wav']","['09_ElecGtr1.wav', '10_ElecGtr2.wav', '11_ElecGtr3.wav']",[],[],[],[],[],[],['12_LeadVox.wav'],['13_BackingVox.wav'],[],1
Rumba Chonta,[],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],[],[],[],[],"['01_Bombo.wav', '05_Cunono1.wav', '06_Cunono2.wav', '07_Cunono3Sample.wav', '08_Paliteo.wav', '09_Guasa.wav', '12_Marimba.wav']","['10_BassDI.wav', '11_BassMic.wav']",[],"['13_ElecGtr1.wav', '14_ElecGtr2.wav']",[],[],"['15_Saxophone1.wav', '16_Saxophone2.wav', '17_Saxophone3.wav', '18_Saxophone4.wav', '19_Saxophone5.wav', '20_Saxophone6.wav']",[],[],[],[],[],[],0
Run Run Run,['01_Kick.wav'],"['05_SnareUp.wav', '06_SnareDown.wav']",['03_HiHat.wav'],['07_Cymbal.wav'],['04_Overheads.wav'],[],[],['02_Rim.wav'],['08_BassDI.wav'],[],"['09_ElecGtr1.wav', '10_ElecGtr2.wav', '11_ElecGtr3.wav', '12_ElecGtr4.wav']","['15_Piano1.wav', '16_Piano2.wav']","['13_OrganHigh.wav', '14_OrganLow.wav']",[],[],[],[],"['17_LeadVoxRawTake1.wav', '18_LeadVoxRawTake2.wav', '19_LeadVoxRawTake3.wav', '20_LeadVoxRawTake4.wav', '21_LeadVoxComped.wav']",['22_BackingVox.wav'],[],1
Russian Bot,"['04_Kick1.wav', '05_Kick2.wav']",['08_Snare.wav'],['09_Hihat.wav'],[],['15_ImpactDrums.wav'],"['11_Tom1.wav', '12_Tom2.wav', '13_Tom3.wav', '14_Tom4.wav']",[],"['01_Loop1.wav', '02_Loop2.wav', '03_Loop3.wav', '06_Clap1.wav', '07_Clap2.wav', '10_Shaker.wav']","['25_Bass1.wav', '26_Bass2.wav', '27_Bass3.wav', '28_Bass4.wav']",[],[],['43_Piano.wav'],[],[],[],[],"['16_SFX1.wav', '17_SFX2.wav', '18_SFX3.wav', '19_SFX4.wav', '20_SFX5.wav', '21_SFX6.wav', '22_SFX7.wav', '23_SFX8.wav', '24_SFX9.wav', '29_Synth01.wav', '30_Synth02.wav', '31_Synth03.wav', '32_Synth04.wav', '33_Synth05.wav', '34_Synth06.wav', '35_Synth07.wav', '36_Synth08.wav', '37_Synth09.wav', '38_Synth10.wav', '39_Synth11.wav', '40_Synth12.wav', '41_Synth13.wav', '42_Synth14.wav']",['44_LeadVox.wav'],"['45_BackingVox1.wav', '46_BackingVox1DT1.wav', '47_BackingVox1DT2.wav', '48_VoxSFX1.wav', '49_VoxSFX2.wav']",[],1
Sail Away,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],[],['04_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav', '08_Tom3.wav']",['05_DrumsRoom.wav'],[],['09_Bass.wav'],"['10_AcousticGtrMic.wav', '11_AcousticGtrDI.wav']",['12_ElecGtr.wav'],['15_Piano.wav'],[],"['13_Brass1.wav', '14_Brass2.wav']",[],[],[],"['16_LeadVox.wav', '17_LeadVoxDT.wav']","['18_BackingVox1.wav', '19_BackingVox2.wav', '20_BackingVox3.wav', '21_BackingVox3DT.wav', '22_BackingVox4.wav', '23_BackingVox5.wav', '24_BackingVox6.wav']",[],1
Same Kind Of Life,"['01_Kick.wav', '02_KickSample.wav']",['03_SnareSample.wav'],[],['07_Cymbal.wav'],[],"['04_Tom1.wav', '05_Tom2.wav', '06_Tom3.wav']",[],[],['08_Bass.wav'],[],"['09_ElecGtr1.wav', '10_ElecGtr2.wav', '11_ElecGtr3.wav']","['12_Piano1.wav', '13_Piano2.wav', '14_Piano3.wav']",['16_Organ.wav'],[],[],[],[],['17_LeadVox.wav'],"['15_Choir.wav', '18_BackingVox1.wav', '19_BackingVox2.wav', '20_BackingVox3.wav']",[],1
Sandstorm,"['01_KickIn.wav', '02_KickOut.wav', '03_KickSub.wav', '04_KickSample.wav']","['05_SnareUp.wav', '06_SnareDown.wav']",['07_HiHat.wav'],['14_Cymbal.wav'],['08_Overheads.wav'],"['10_Tom1.wav', '11_Tom2.wav', '12_Tom3.wav', '13_Tom4.wav']",['09_DrumsRoom.wav'],['15_Gong.wav'],['16_Bass.wav'],['17_AcousticGtrFX.wav'],"['18_ElecGtr1.wav', '19_ElecGtr2.wav']",['30_Piano.wav'],[],"['23_Trumpets.wav', '24_FrenchHorns.wav', '28_Tubas1.wav', '29_Tubas2.wav', '25_Euphoniiums.wav', '26_Cimbassi.wav', '27_BassTrombones.wav']","['20_Strings1.wav', '21_Strings2.wav', '22_Strings3.wav']",[],"['32_Synth01.wav', '33_Synth02.wav', '34_Synth03.wav', '35_Synth04.wav', '36_Synth05.wav', '37_Synth06.wav', '38_Synth07.wav', '39_Synth08.wav', '40_Synth09.wav', '41_Synth10.wav', '42_Synth11.wav', '43_Synth12.wav', '44_Synth13.wav', '45_Synth14.wav', '46_Synth15.wav', '47_Synth16.wav']",[],['31_Choir.wav'],[],1
Sant Jordi v2.0,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],[],['07_Overheads.wav'],"['04_Tom1.wav', '05_Tom2.wav', '06_Tom3.wav']",['08_DrumsRoom.wav'],[],['10_Bass.wav'],"['14_AcousticGtr1.wav', '15_AcousticGtr2.wav']","['11_ElecGtr1.wav', '12_ElecGtr2.wav', '13_ElecGtr3.wav']",[],[],[],['19_Violin.wav'],['18_Flute.wav'],"['09_SFX.wav', '16_Synth.wav', '17_Accordion.wav']",['20_LeadVox.wav'],"['21_BackingVox1.wav', '22_BackingVox2.wav']",[],1
Santa Fe,"['Drums-Kick in-M82.wav', 'Drums-Kick out-CU29.wav']","['Drums-Snare bottom-M80.wav', 'Drums-Snare top-M81.wav']",[],[],"['Drums-Chamber-M81.wav', 'Drums-Overhead-ELA M 260.wav']","['Drums-Floor-M81.wav', 'Drums-Rack-M81.wav']",['Drums-Room-M60.wav'],[],['Bass-DI.wav'],[],"['ELE Guitar-Amp-M60.wav', 'ELE Guitar-AMP2-CU29.wav']",[],['Keys-Amp-M81.wav'],[],[],[],[],['Vocals-1-M80.wav'],"['Vocals-2-M80.wav', 'Vocals-3-M80.wav']",[],0
Santa,['01_Kick.wav'],['02_Snare.wav'],[],[],['03_Overheads.wav'],[],[],[],['05_Bass.wav'],"['07_AcousticGtr1.wav', '08_AcousticGtr2Amp.wav', '09_Mandolin.wav']",['06_ElecGtr.wav'],[],[],[],[],[],['04_Sleighbells.wav'],"['10_LeadVox1.wav', '11_LeadVox2.wav']","['12_BackingVox01.wav', '13_BackingVox01DT.wav', '14_BackingVox02.wav', '15_BackingVox02DT1.wav', '16_BackingVox02DT2.wav', '17_BackingVox03.wav', '18_BackingVox03DT.wav', '19_BackingVox04.wav', '20_BackingVox04DT.wav', '21_BackingVox05.wav', '22_BackingVox05DT1.wav', '23_BackingVox05DT2.wav', '24_BackingVox05DT3.wav', '25_BackingVox06.wav', '26_BackingVox06DT.wav', '27_BackingVox07.wav', '28_BackingVox08.wav', '29_BackingVox09.wav', '30_BackingVox10.wav', '31_BackingVox11.wav', '32_BackingVox11DT.wav', '33_BackingVox12.wav', '34_BackingVox12DT.wav']",[],1
